Class ID,Preferred Label,File extension
http://edamontology.org/data_1262,Peptide molecular weight hits,
http://edamontology.org/data_1263,Base position variability plot,
http://edamontology.org/data_1264,Sequence composition table,
http://edamontology.org/data_1265,Base frequencies table,
http://edamontology.org/data_1266,Base word frequencies table,
http://edamontology.org/data_1267,Amino acid frequencies table,
http://edamontology.org/data_1268,Amino acid word frequencies table,
http://edamontology.org/data_1269,DAS sequence feature annotation,
http://edamontology.org/data_1270,Feature table,
http://edamontology.org/data_1274,Map,
http://edamontology.org/data_1276,Nucleic acid features,
http://edamontology.org/data_1277,Protein features,
http://edamontology.org/data_1278,Genetic map,
http://edamontology.org/data_1279,Sequence map,
http://edamontology.org/data_1280,Physical map,
http://edamontology.org/data_1281,Sequence signature map,
http://edamontology.org/data_1283,Cytogenetic map,
http://edamontology.org/data_1284,DNA transduction map,
http://edamontology.org/data_1285,Gene map,
http://edamontology.org/data_1286,Plasmid map,
http://edamontology.org/data_1288,Genome map,
http://edamontology.org/data_1289,Restriction map,
http://edamontology.org/data_1290,InterPro compact match image,
http://edamontology.org/data_1291,InterPro detailed match image,
http://edamontology.org/data_1292,InterPro architecture image,
http://edamontology.org/data_1293,SMART protein schematic,
http://edamontology.org/data_1294,GlobPlot domain image,
http://edamontology.org/data_1298,Sequence motif matches,
http://edamontology.org/data_1299,Sequence features (repeats),
http://edamontology.org/data_1300,Gene and transcript structure (report),
http://edamontology.org/data_1301,Mobile genetic elements,
http://edamontology.org/data_1303,Nucleic acid features (quadruplexes),
http://edamontology.org/data_1306,Nucleosome exclusion sequences,
http://edamontology.org/data_1309,Gene features (exonic splicing enhancer),
http://edamontology.org/data_1310,Nucleic acid features (microRNA),
http://edamontology.org/data_1313,Coding region,
http://edamontology.org/data_1314,Gene features (SECIS element),
http://edamontology.org/data_1315,Transcription factor binding sites,
http://edamontology.org/data_1321,Protein features (sites),
http://edamontology.org/data_1322,Protein features report (signal peptides),
http://edamontology.org/data_1323,Protein features report (cleavage sites),
http://edamontology.org/data_1324,Protein features (post-translation modifications),
http://edamontology.org/data_1325,Protein features report (active sites),
http://edamontology.org/data_1326,Protein features report (binding sites),
http://edamontology.org/data_1327,Protein features (epitopes),
http://edamontology.org/data_1328,Protein features report (nucleic acid binding sites),
http://edamontology.org/data_1329,MHC Class I epitopes report,
http://edamontology.org/data_1330,MHC Class II epitopes report,
http://edamontology.org/data_1331,Protein features (PEST sites),
http://edamontology.org/data_1338,Sequence database hits scores list,
http://edamontology.org/data_1339,Sequence database hits alignments list,
http://edamontology.org/data_1340,Sequence database hits evaluation data,
http://edamontology.org/data_1344,MEME motif alphabet,
http://edamontology.org/data_1345,MEME background frequencies file,
http://edamontology.org/data_1346,MEME motifs directive file,
http://edamontology.org/data_1347,Dirichlet distribution,
http://edamontology.org/data_1348,HMM emission and transition counts,
http://edamontology.org/data_1352,Regular expression,
http://edamontology.org/data_1353,Sequence motif,
http://edamontology.org/data_1354,Sequence profile,
http://edamontology.org/data_1355,Protein signature,
http://edamontology.org/data_1358,Prosite nucleotide pattern,
http://edamontology.org/data_1359,Prosite protein pattern,
http://edamontology.org/data_1361,Position frequency matrix,
http://edamontology.org/data_1362,Position weight matrix,
http://edamontology.org/data_1363,Information content matrix,
http://edamontology.org/data_1364,Hidden Markov model,
http://edamontology.org/data_1365,Fingerprint,
http://edamontology.org/data_1368,Domainatrix signature,
http://edamontology.org/data_1371,HMMER NULL hidden Markov model,
http://edamontology.org/data_1372,Protein family signature,
http://edamontology.org/data_1373,Protein domain signature,
http://edamontology.org/data_1374,Protein region signature,
http://edamontology.org/data_1375,Protein repeat signature,
http://edamontology.org/data_1376,Protein site signature,
http://edamontology.org/data_1377,Protein conserved site signature,
http://edamontology.org/data_1378,Protein active site signature,
http://edamontology.org/data_1379,Protein binding site signature,
http://edamontology.org/data_1380,Protein post-translational modification signature,
http://edamontology.org/data_1381,Pair sequence alignment,
http://edamontology.org/data_1382,Sequence alignment (multiple),
http://edamontology.org/data_1383,Nucleic acid sequence alignment,
http://edamontology.org/data_1384,Protein sequence alignment,
http://edamontology.org/data_1385,Hybrid sequence alignment,
http://edamontology.org/data_1386,Sequence alignment (nucleic acid pair),
http://edamontology.org/data_1387,Sequence alignment (protein pair),
http://edamontology.org/data_1388,Hybrid sequence alignment (pair),
http://edamontology.org/data_1389,Multiple nucleotide sequence alignment,
http://edamontology.org/data_1390,Multiple protein sequence alignment,
http://edamontology.org/data_1394,Alignment score or penalty,
http://edamontology.org/data_1395,Score end gaps control,
http://edamontology.org/data_1396,Aligned sequence order,
http://edamontology.org/data_1397,Gap opening penalty,
http://edamontology.org/data_1398,Gap extension penalty,
http://edamontology.org/data_1399,Gap separation penalty,
http://edamontology.org/data_1400,Terminal gap penalty,
http://edamontology.org/data_1401,Match reward score,
http://edamontology.org/data_1402,Mismatch penalty score,
http://edamontology.org/data_1403,Drop off score,
http://edamontology.org/data_1404,Gap opening penalty (integer),
http://edamontology.org/data_1405,Gap opening penalty (float),
http://edamontology.org/data_1406,Gap extension penalty (integer),
http://edamontology.org/data_1407,Gap extension penalty (float),
http://edamontology.org/data_1408,Gap separation penalty (integer),
http://edamontology.org/data_1409,Gap separation penalty (float),
http://edamontology.org/data_1410,Terminal gap opening penalty,
http://edamontology.org/data_1411,Terminal gap extension penalty,
http://edamontology.org/data_1412,Sequence identity,
http://edamontology.org/data_1413,Sequence similarity,
http://edamontology.org/data_1414,Sequence alignment metadata (quality report),
http://edamontology.org/data_1415,Sequence alignment report (site conservation),
http://edamontology.org/data_1416,Sequence alignment report (site correlation),
http://edamontology.org/data_1417,Sequence-profile alignment (Domainatrix signature),
